city,State,Revenue,Class,Month
Pittsburgh,PA,481.16,Yoga 101,8
Rochester,NY,109.22,Yoga 201,8
Philadelphia,PA,409.11,Yoga 101,8
New York City,NY,108.18,Spinning,8
Albany,NY,428.97,Yoga 201,8
New York City,NY,286.44,Zumba,8
Pittsburgh,PA,277.57,PiYo,8
Buffalo,NY,186.62,PiYo,8
Paterson,NJ,321.98,Spinning,8
Rochester,NY,339.88,Yoga 101,8
Rochester,NY,399.31,Yoga 101,8
Bethlehem,PA,106.86,Zumba,8
Pittsburgh,PA,428.03,Zumba,8
Brooklyn,NY,159.2,Yoga 201,8
New Castle,PA,432.74,Zumba,8
Jamaica,NY,274.07,Zumba,8
Brooklyn,NY,455.72,Yoga 201,8
Bronx,NY,391.01,PiYo,8
New York City,NY,483.11,Yoga 201,8
Bronx,NY,486.44,PiYo,8
Brooklyn,NY,327.44,Yoga 201,8
Jersey City,NJ,143.83,Zumba,8
Harrisburg,PA,253.9,PiYo,8
Allentown,PA,254.92,Yoga 201,8
Albany,NY,273.71,Spinning,8
Bronx,NY,245.75,Zumba,8
New York City,NY,499.77,Yoga 201,8
New York City,NY,352.33,Yoga 101,8
Jamaica,NY,385,Zumba,8
Brooklyn,NY,391.2,Insanity,8
New York City,NY,363.09,Insanity,8
Syracuse,NY,132.48,Zumba,8
Brooklyn,NY,212.58,Zumba,8
New York City,NY,177.87,Spinning,8
Brooklyn,NY,120.7,Insanity,8
Albany,NY,456.14,PiYo,8
Philadelphia,PA,409.49,Zumba,8
Elizabeth,NJ,367.86,Yoga 201,8
New York City,NY,336.75,Yoga 101,8
Albany,NY,329.07,Yoga 201,8
Jersey City,NJ,246.65,Yoga 101,8
Albany,NY,195.59,PiYo,8
Levittown,PA,120.48,Insanity,8
Bronx,NY,245.22,Spinning,8
Jamaica,NY,393.17,PiYo,8
Brooklyn,NY,409.63,PiYo,8
New York City,NY,337.71,Spinning,8
Camden,NJ,100.44,Spinning,8
Scranton,PA,418.8,PiYo,8
Syracuse,NY,138.67,Yoga 201,8
Rochester,NY,464.39,Yoga 101,8
Brooklyn,NY,188.57,PiYo,8
Philadelphia,PA,132.55,Insanity,8
Wilkes Barre,PA,300.81,Spinning,8
Albany,NY,275.03,Spinning,8
Elizabeth,NJ,466.3,Zumba,8
New York City,NY,439.27,Yoga 101,8
Jersey City,NJ,271.42,Yoga 201,8
Brooklyn,NY,242.67,PiYo,8
New York City,NY,177.97,Insanity,8
Albany,NY,466.9,Zumba,8
New York City,NY,146.4,Insanity,8
Bronx,NY,434.09,Yoga 201,8
Reading,PA,307.13,Yoga 201,8
Schenectady,NY,483.77,Yoga 101,8
Philadelphia,PA,316.43,PiYo,8
New York City,NY,258.12,Yoga 101,8
Syracuse,NY,443.88,Insanity,8
Bronx,NY,318.74,Yoga 201,8
Reading,PA,324.29,Yoga 101,8
Buffalo,NY,398.62,Zumba,8
Philadelphia,PA,173.45,PiYo,8
New York City,NY,439.41,Zumba,8
New York City,NY,408.46,PiYo,8
Albany,NY,214.56,Insanity,8
Buffalo,NY,405.82,Yoga 201,8
Reading,PA,303.15,PiYo,8
Buffalo,NY,382.84,Yoga 101,8
Trenton,NJ,244.15,Yoga 201,8
Pittsburgh,PA,231.1,Spinning,8
Buffalo,NY,315.07,Zumba,8
Trenton,NJ,344.84,PiYo,8
Pittsburgh,PA,306.6,Zumba,8
New York City,NY,359.02,Zumba,8
Albany,NY,353.22,Zumba,8
Rochester,NY,245.02,PiYo,8
Buffalo,NY,127.41,Yoga 101,8
New York City,NY,307.23,Insanity,8
Wilkes Barre,PA,177.46,Spinning,8
Philadelphia,PA,192.35,Yoga 101,8
New Castle,PA,128.95,PiYo,8
Harrisburg,PA,499.84,Yoga 201,8
Mount Vernon,NY,182.49,PiYo,8
Bronx,NY,143.91,Zumba,8
Brooklyn,NY,394.88,Spinning,8
Philadelphia,PA,170.45,Zumba,8
Trenton,NJ,291.24,PiYo,8
New York City,NY,260.48,Yoga 101,8
Pittsburgh,PA,116.82,Yoga 101,8
Harrisburg,PA,475.86,Yoga 201,8
New York City,NY,196.88,Zumba,8
Utica,NY,188.45,PiYo,8
Pittsburgh,PA,374.17,Spinning,8
New York City,NY,259.93,Yoga 101,8
Albany,NY,238.03,Insanity,8
New York City,NY,159.84,Yoga 201,8
Rochester,NY,435.17,Zumba,8
Great Neck,NY,196.03,Spinning,8
Rochester,NY,247.67,PiYo,8
Flushing,NY,437.97,Zumba,8
Yonkers,NY,285.14,PiYo,8
New York City,NY,319.54,PiYo,8
Buffalo,NY,124.34,Yoga 201,8
Philadelphia,PA,303.95,Insanity,8
Rochester,NY,122.28,Yoga 201,8
New York City,NY,300.66,PiYo,8
Pittsburgh,PA,138.05,Insanity,8
Rochester,NY,290.08,Yoga 101,8
Mc Keesport,PA,185.32,PiYo,8
New York City,NY,156.5,Spinning,8
Erie,PA,357.85,Spinning,8
Philadelphia,PA,491.06,Zumba,8
Rochester,NY,466.36,Yoga 201,8
Philadelphia,PA,336.56,Yoga 101,8
New York City,NY,290.07,Insanity,8
Philadelphia,PA,275.82,Spinning,8
Camden,NJ,257.01,Yoga 101,8
Rochester,NY,396.83,Yoga 101,8
Syracuse,NY,238.2,Yoga 201,8
Harrisburg,PA,121.38,Spinning,8
Trenton,NJ,299.85,Zumba,8
Mc Keesport,PA,212.09,Spinning,8
New York City,NY,485.61,Zumba,8
Philadelphia,PA,479.36,Insanity,8
Bronx,NY,369.7,Yoga 101,8
Pittsburgh,PA,108.95,Yoga 101,8
Flushing,NY,281.92,Spinning,8
Scranton,PA,497.16,Spinning,8
Pittsburgh,PA,365.23,Zumba,8
Bronx,NY,421.53,Insanity,8
Erie,PA,468.08,Yoga 201,8
New York City,NY,307.1,Spinning,8
Utica,NY,345.6,Spinning,8
Jersey City,NJ,311.65,Yoga 201,8
New Brunswick,NJ,193.74,Yoga 101,8
Pittsburgh,PA,484.81,Yoga 201,8
Bronx,NY,422.64,Yoga 201,8
Harrisburg,PA,298.97,Spinning,8
New Castle,PA,235.83,Insanity,8
Great Neck,NY,227.88,Zumba,8
Buffalo,NY,468.57,PiYo,8
Elmira,NY,156.85,Yoga 201,8
Buffalo,NY,292.16,Yoga 201,8
Wilkes Barre,PA,214.01,Spinning,8
Newark,NJ,146.31,Yoga 101,8
Rochester,NY,246.46,Insanity,8
New York City,NY,380.86,Insanity,8
Syracuse,NY,331.85,Spinning,8
Philadelphia,PA,271.59,Yoga 101,8
Pittsburgh,PA,445.66,PiYo,8
Trenton,NJ,151.2,Insanity,8
New York City,NY,300.96,PiYo,8
New York City,NY,431.34,Spinning,8
Philadelphia,PA,194.72,Yoga 101,8
Philadelphia,PA,192.5,Yoga 101,8
New York City,NY,386.98,Zumba,8
Newark,NJ,391.66,Yoga 101,8
Philadelphia,PA,475.51,Yoga 201,8
Philadelphia,PA,362.38,Spinning,8
Pittsburgh,PA,477.15,Zumba,8
Scranton,PA,227.59,Yoga 101,8
Pittsburgh,PA,249.26,Spinning,8
Syracuse,NY,141.91,Yoga 201,8
Jamaica,NY,205.19,Yoga 201,8
Syracuse,NY,432.7,Yoga 201,8
Philadelphia,PA,276.06,Yoga 101,8
Scranton,PA,341.36,Yoga 201,8
Philadelphia,PA,449.25,Zumba,8
Syracuse,NY,162.09,PiYo,8
Scranton,PA,390.74,Yoga 201,8
New York City,NY,323.85,Yoga 101,8
Buffalo,NY,198.6,Spinning,8
Buffalo,NY,213.79,PiYo,8
Jamaica,NY,182.79,Insanity,8
Erie,PA,165.7,PiYo,8
Harrisburg,PA,373.15,PiYo,8
Jersey City,NJ,349.09,Yoga 101,8
Newark,NJ,259.82,Spinning,8
New York City,NY,208.15,Yoga 101,8
Flushing,NY,104.15,PiYo,8
Wilkes Barre,PA,181.3,Zumba,8
Harrisburg,PA,388.59,PiYo,8
Albany,NY,351.6,Spinning,8
Philadelphia,PA,477.38,Spinning,8
Erie,PA,277.61,Yoga 201,8
Rochester,NY,421.38,Yoga 101,8
New York City,NY,477.84,Spinning,9
Paterson,NJ,423.27,Zumba,9
New York City,NY,236.53,Insanity,9
New York City,NY,410.77,PiYo,9
Syracuse,NY,458.64,Yoga 201,9
Jamaica,NY,391,Yoga 201,9
Albany,NY,441.18,Spinning,9
Buffalo,NY,232.47,Zumba,9
Syracuse,NY,422.36,Zumba,9
Philadelphia,PA,291.89,Yoga 101,9
Trenton,NJ,120.68,Spinning,9
Hicksville,NY,468.76,Spinning,9
New York City,NY,396.75,Insanity,9
Levittown,PA,391.55,Zumba,9
New York City,NY,163.13,Spinning,9
New York City,NY,358.82,PiYo,9
Rochester,NY,117.59,Zumba,9
New York City,NY,165.97,Yoga 101,9
Albany,NY,202.99,Yoga 201,9
Pittsburgh,PA,159.37,Zumba,9
Syracuse,NY,286.42,Yoga 101,9
Brooklyn,NY,403.67,Spinning,9
Philadelphia,PA,396.2,Insanity,9
New York City,NY,487.29,Yoga 101,9
New York City,NY,211.36,Zumba,9
White Plains,NY,295.51,Insanity,9
New York City,NY,329.57,Spinning,9
New York City,NY,413.89,Yoga 201,9
Pittsburgh,PA,405.67,Insanity,9
Jamaica,NY,356.08,Zumba,9
Buffalo,NY,417.13,Spinning,9
Trenton,NJ,218.05,Yoga 101,9
Jamaica,NY,180.13,Spinning,9
Reading,PA,472.58,Spinning,9
New York City,NY,309.51,Insanity,9
Paterson,NJ,426.95,Yoga 101,9
Wilkes Barre,PA,106.89,Spinning,9
Bronx,NY,281.7,PiYo,9
Buffalo,NY,362.05,PiYo,9
Brooklyn,NY,101.68,Yoga 201,9
Levittown,PA,270.53,PiYo,9
Scranton,PA,141.11,PiYo,9
Scranton,PA,401.15,Yoga 101,9
Trenton,NJ,282.78,Yoga 101,9
Albany,NY,142.19,Yoga 201,9
Buffalo,NY,152.17,Insanity,9
Erie,PA,243.19,Insanity,9
Pittsburgh,PA,481.26,Spinning,9
New Castle,PA,287.14,Yoga 201,9
Philadelphia,PA,278.77,Spinning,9
Harrisburg,PA,318.03,Yoga 101,9
Pittsburgh,PA,372.16,Yoga 201,9
Albany,NY,496.66,Spinning,9
Trenton,NJ,311.91,Spinning,9
Albany,NY,285.5,Spinning,9
Rochester,NY,103.77,Insanity,9
New York City,NY,377.67,Yoga 201,9
New York City,NY,133.64,Insanity,9
Philadelphia,PA,305.89,Yoga 201,9
Philadelphia,PA,302.54,Insanity,9
Reading,PA,276.38,PiYo,9
New York City,NY,209.99,Insanity,9
Pittsburgh,PA,458.96,Zumba,9
Bronx,NY,166.33,Yoga 101,9
New Brunswick,NJ,289.42,Spinning,9
Bronx,NY,338.42,Yoga 201,9
Albany,NY,194.73,PiYo,9
White Plains,NY,449.86,Spinning,9
Buffalo,NY,472.64,Insanity,9
Rochester,NY,301.54,Yoga 201,9
Trenton,NJ,301.78,Insanity,9
Jamaica,NY,479.16,PiYo,9
New Hyde Park,NY,419.14,Zumba,9
New York City,NY,419.82,Spinning,9
Newark,NJ,288.78,Yoga 201,9
Albany,NY,343.59,Insanity,9
Rochester,NY,480.66,Zumba,9
Yonkers,NY,399.19,Spinning,9
Rochester,NY,452.8,Zumba,9
Staten Island,NY,104.47,Insanity,9
Syracuse,NY,147.94,Zumba,9
Jamaica,NY,127.84,Yoga 201,9
Mc Keesport,PA,191.67,Yoga 201,9
Rochester,NY,413.99,Insanity,9
Jamaica,NY,368.39,Zumba,9
Valley Forge,PA,160.45,Spinning,9
Buffalo,NY,454.67,Yoga 101,9
New York City,NY,457.94,Yoga 201,9
Mount Vernon,NY,222.74,PiYo,9
Syracuse,NY,159.5,Spinning,9
Allentown,PA,318.4,Zumba,9
New York City,NY,461.79,Yoga 201,9
New York City,NY,219.54,Spinning,9
Pittsburgh,PA,362.52,Yoga 101,9
Pittsburgh,PA,195,Yoga 201,9
New York City,NY,178.25,Yoga 101,9
New York City,NY,403.2,Insanity,9
Brooklyn,NY,459.76,Spinning,9
Jersey City,NJ,495.74,Spinning,9
Philadelphia,PA,481.48,PiYo,9
Philadelphia,PA,457.64,Insanity,9
Scranton,PA,129.5,Yoga 201,9
New York City,NY,165.16,Yoga 101,9
Johnstown,PA,433.72,Yoga 201,9
Philadelphia,PA,350.85,Yoga 101,9
Erie,PA,362.12,Yoga 201,9
Mount Vernon,NY,483.25,Spinning,9
New York City,NY,161.77,Yoga 101,9
Albany,NY,431.72,Insanity,9
Philadelphia,PA,233.86,Insanity,9
Hicksville,NY,240.62,Yoga 201,9
New York City,NY,135.82,Insanity,9
Harrisburg,PA,147.25,Yoga 101,9
Pittsburgh,PA,118.27,Zumba,9
Harrisburg,PA,270.78,Spinning,9
Erie,PA,275.02,Zumba,9
Trenton,NJ,195.74,Yoga 101,9
New York City,NY,367.84,Yoga 201,9
Harrisburg,PA,361.75,Insanity,9
Philadelphia,PA,357.72,Yoga 101,9
New York City,NY,428.48,Zumba,9
New Hyde Park,NY,111.97,PiYo,9
Buffalo,NY,390.41,PiYo,9
New York City,NY,452.03,PiYo,9
Scranton,PA,495.57,PiYo,9
Rochester,NY,471.29,Yoga 101,9
New York City,NY,496.57,Zumba,9
Yonkers,NY,339.67,Zumba,9
Harrisburg,PA,442.88,Zumba,9
Albany,NY,366.86,Insanity,9
Albany,NY,294.14,Yoga 201,9
Buffalo,NY,424.04,Yoga 201,9
Harrisburg,PA,420.54,PiYo,9
Allentown,PA,434.79,PiYo,9
Philadelphia,PA,438.99,Yoga 201,9
Brooklyn,NY,172.31,PiYo,9
New York City,NY,421.81,PiYo,9
Schenectady,NY,361.67,Yoga 101,9
Philadelphia,PA,361.63,Insanity,9
Reading,PA,451.62,Yoga 201,9
Trenton,NJ,155.52,Zumba,9
Philadelphia,PA,350.72,Yoga 101,9
Rochester,NY,195.19,PiYo,9
Newark,NJ,416.25,Spinning,9
Scranton,PA,325.19,Zumba,9
Elmira,NY,193.98,Spinning,9
Valley Forge,PA,335.31,PiYo,9
Erie,PA,323.42,PiYo,9
Pittsburgh,PA,103.97,PiYo,9
New York City,NY,284.64,Insanity,9
Elizabeth,NJ,421.14,Insanity,9
Harrisburg,PA,323.65,Insanity,9
Schenectady,NY,402,PiYo,9
New York City,NY,447.78,Insanity,9
New York City,NY,383.98,Yoga 101,9
Bronx,NY,437.25,Yoga 101,9
New York City,NY,203.25,Zumba,9
Pittsburgh,PA,216.3,Spinning,9
Pittsburgh,PA,138.67,PiYo,9
Pittsburgh,PA,223.33,PiYo,9
New York City,NY,478.9,Yoga 101,9
Reading,PA,423.92,Insanity,9
Pittsburgh,PA,156.51,Insanity,9
Rochester,NY,170.84,Zumba,9
New York City,NY,402.28,Insanity,9
Lancaster,PA,413.6,Yoga 201,9
Erie,PA,146.27,Insanity,9
Pittsburgh,PA,316.97,Spinning,9
New York City,NY,383.28,Spinning,9
Philadelphia,PA,172.51,PiYo,9
Erie,PA,483.7,Yoga 201,9
Newark,NJ,119.86,PiYo,9
Pittsburgh,PA,388.46,Zumba,9
Buffalo,NY,315.16,PiYo,9
Philadelphia,PA,355.59,Spinning,9
Brooklyn,NY,299.2,Insanity,9
New York City,NY,121.3,Spinning,9
Rochester,NY,441.08,PiYo,9
Bethlehem,PA,341.82,PiYo,9
Pittsburgh,PA,173.63,Spinning,9
New York City,NY,251.14,PiYo,9
Utica,NY,355.19,Insanity,9
Albany,NY,302.7,Spinning,9
Philadelphia,PA,112.17,Yoga 201,9
Elizabeth,NJ,473.9,Yoga 101,9
Brooklyn,NY,159.7,Spinning,9
Pittsburgh,PA,355.34,Zumba,9
Rochester,NY,147.5,Yoga 101,9
New York City,NY,351.18,PiYo,9
Utica,NY,442.04,Spinning,9
Newark,NJ,230.07,Zumba,9
Syracuse,NY,186.08,Insanity,9
Pittsburgh,PA,404.32,Yoga 101,9
Rochester,NY,373.5,Yoga 101,9
Rochester,NY,373.92,Zumba,9
Levittown,PA,290.08,PiYo,9
Philadelphia,PA,331.11,Yoga 201,9
New York City,NY,139.37,Yoga 201,9
Jamaica,NY,491.72,Insanity,9
Erie,PA,205.58,Yoga 101,9
Brooklyn,NY,460.89,Yoga 201,9
Philadelphia,PA,162.94,Yoga 101,9
New York City,NY,449.87,Yoga 101,9
New York City,NY,317.88,Spinning,9
Rochester,NY,195.99,Yoga 201,9
Wilkes Barre,PA,264.12,Insanity,9
New York City,NY,192.47,PiYo,9
Albany,NY,269.47,PiYo,9
Trenton,NJ,495.87,Spinning,9
New York City,NY,496.21,Yoga 101,9
Pittsburgh,PA,133.83,Yoga 201,9
Pittsburgh,PA,398.69,Zumba,9
New York City,NY,227.65,Zumba,9
Albany,NY,328.15,Insanity,9
Bronx,NY,399.63,Insanity,9
Syracuse,NY,134.94,Zumba,9
Jamaica,NY,455.9,Yoga 201,9
New York City,NY,485.14,Yoga 101,9
Syracuse,NY,257.53,Zumba,9
Trenton,NJ,450.57,Spinning,9
Jersey City,NJ,315.11,Yoga 101,9
New York City,NY,149.41,Zumba,9
New York City,NY,157.88,PiYo,9
Scranton,PA,388.59,Spinning,9
Great Neck,NY,394.08,Zumba,9
Brooklyn,NY,128.83,Zumba,9
Elmira,NY,116.61,Insanity,9
Jamaica,NY,388.03,Yoga 101,9
Philadelphia,PA,152.08,Insanity,9
Scranton,PA,497.81,Yoga 101,9
New York City,NY,127.94,Spinning,9
Paterson,NJ,394.06,Zumba,9
New York City,NY,321.12,Zumba,9
White Plains,NY,249.36,Spinning,9
Staten Island,NY,182.65,Zumba,9
Erie,PA,159.94,Zumba,9
New York City,NY,428.03,Spinning,9
Buffalo,NY,122.14,Insanity,9
Rochester,NY,188.8,Insanity,9
Syracuse,NY,296.53,Insanity,9
Erie,PA,105.73,Zumba,9
Erie,PA,402.79,Insanity,9
Brooklyn,NY,463.1,PiYo,9
Trenton,NJ,220.96,Spinning,9
Harrisburg,PA,345.02,Yoga 201,9
New Castle,PA,329.08,Yoga 101,9
Jersey City,NJ,266.95,Spinning,9
Pittsburgh,PA,469.16,Zumba,9
Paterson,NJ,181.51,PiYo,9
Harrisburg,PA,283.81,Yoga 101,9
Albany,NY,118.11,Yoga 101,9
Wilkes Barre,PA,391.76,PiYo,9
Philadelphia,PA,250.05,Yoga 101,9
Brooklyn,NY,304.78,Zumba,9
Brooklyn,NY,338.13,Zumba,9
Buffalo,NY,497.05,Yoga 101,9
Buffalo,NY,174.5,Spinning,9
Rochester,NY,168.42,Insanity,9
Pittsburgh,PA,109.2,Spinning,9
Brooklyn,NY,320.46,Yoga 201,9
Jamaica,NY,343.9,Spinning,9
Lancaster,PA,149.57,Yoga 201,9
Reading,PA,205.42,Spinning,9
Albany,NY,472.16,PiYo,9
New York City,NY,136.79,Zumba,9
Newark,NJ,382.68,Yoga 101,9
Albany,NY,385.05,Yoga 101,9
Allentown,PA,496.36,Yoga 201,9
New York City,NY,492.77,Yoga 201,9
New York City,NY,219.03,Insanity,9
White Plains,NY,429.62,Yoga 101,9
Erie,PA,117.58,Zumba,9
Harrisburg,PA,134.31,Spinning,9
Jamaica,NY,307.24,PiYo,9
Port Washington,NY,228.67,PiYo,9
Bronx,NY,118.56,Yoga 101,9
Philadelphia,PA,324.69,Yoga 201,9
Camden,NJ,102.89,PiYo,9
Philadelphia,PA,410.77,Insanity,9
Pittsburgh,PA,315.3,Yoga 201,9
Philadelphia,PA,259.57,PiYo,9
Mount Vernon,NY,199.36,Yoga 101,9
New York City,NY,339.41,PiYo,9
Pittsburgh,PA,226.43,Yoga 101,9
New York City,NY,269.63,Insanity,9
Pittsburgh,PA,157.12,Zumba,9
Wilkes Barre,PA,368.78,PiYo,9
Reading,PA,349.37,Spinning,9
Buffalo,NY,367.38,Spinning,9
New York City,NY,416.96,PiYo,9
Syracuse,NY,136.5,Yoga 201,9
Albany,NY,250.67,Yoga 101,9
New York City,NY,487.28,PiYo,9
Trenton,NJ,359.24,PiYo,9
Trenton,NJ,307.03,PiYo,9
Flushing,NY,162.85,Spinning,9
Trenton,NJ,301.08,Spinning,9
Bronx,NY,371.05,Yoga 201,9
Buffalo,NY,163.68,Insanity,9
Allentown,PA,136.78,Yoga 201,9
Flushing,NY,352.98,Yoga 101,9
New York City,NY,310.9,Insanity,9
Flushing,NY,247.11,Insanity,9
Newark,NJ,211.49,Yoga 201,9
Jersey City,NJ,351.73,Insanity,9
Bronx,NY,387.82,PiYo,9
New York City,NY,323.82,PiYo,9
Philadelphia,PA,391.98,Yoga 201,9
New York City,NY,397.93,Yoga 201,9
Buffalo,NY,338.97,Spinning,9
New York City,NY,155.72,Zumba,9
New York City,NY,388.48,Spinning,9
New York City,NY,277.49,Insanity,9
Jersey City,NJ,366,Yoga 201,9
Jamaica,NY,492.66,Insanity,9
Pittsburgh,PA,308.13,Yoga 201,9
Philadelphia,PA,460.07,Yoga 201,9
Philadelphia,PA,105.64,Yoga 201,9
New York City,NY,386.57,Zumba,9
Pittsburgh,PA,398.79,PiYo,9
New York City,NY,259.97,Spinning,9
Trenton,NJ,292.98,Spinning,9
Rochester,NY,188.39,Yoga 101,9
Hicksville,NY,396.14,Spinning,9
Philadelphia,PA,462.74,Spinning,9
Erie,PA,107.09,Yoga 201,9
New York City,NY,407.28,PiYo,9
Jamaica,NY,148.79,Zumba,9
Elizabeth,NJ,355.43,Spinning,9
New York City,NY,243.15,Yoga 201,9
Rochester,NY,361.06,Zumba,9
Brooklyn,NY,477.94,Insanity,9
Pittsburgh,PA,458.06,Zumba,9
Philadelphia,PA,344.1,Yoga 101,9
Pittsburgh,PA,476.65,Yoga 201,9
Brooklyn,NY,279.46,PiYo,9
Erie,PA,390.43,Spinning,9
Albany,NY,142.88,Zumba,9
New Hyde Park,NY,303.81,Zumba,9
Staten Island,NY,329,Yoga 201,9
Erie,PA,395,Spinning,9
Pittsburgh,PA,102.85,Yoga 101,9
Brooklyn,NY,266.99,Zumba,9
Bethlehem,PA,440.84,Yoga 201,9
Wilkes Barre,PA,441.41,Yoga 101,9
Utica,NY,329.8,Zumba,9
Philadelphia,PA,487.94,Insanity,9
Philadelphia,PA,298.93,Yoga 201,9
Pittsburgh,PA,381.61,Zumba,9
New York City,NY,404.76,Yoga 201,9
New York City,NY,492.78,Insanity,9
Lancaster,PA,450.02,Zumba,9
Buffalo,NY,210.24,Zumba,9
Mount Vernon,NY,361.67,Insanity,9
Erie,PA,489,Yoga 101,9
Erie,PA,483.21,Spinning,9
Albany,NY,357.29,Yoga 101,9
Rochester,NY,357.01,Yoga 201,9
Port Washington,NY,322.87,PiYo,9
Jersey City,NJ,342.46,Yoga 201,9
New York City,NY,184.61,Insanity,9
Rochester,NY,407.22,PiYo,9
New York City,NY,124.66,Zumba,9
New York City,NY,306.35,Yoga 101,9
Newark,NJ,255.35,PiYo,9
Reading,PA,363.55,Yoga 101,9
Jamaica,NY,496.75,Yoga 101,9
Pittsburgh,PA,322.41,Yoga 101,9
Elizabeth,NJ,106.08,PiYo,9
Erie,PA,192.13,Yoga 201,9
Buffalo,NY,199.57,Yoga 101,9
New York City,NY,100.64,Yoga 201,9
Buffalo,NY,392.39,Yoga 201,9
Great Neck,NY,463.27,Yoga 101,9
New York City,NY,115.38,Yoga 101,9
New York City,NY,484.01,Insanity,9
Albany,NY,149.3,Yoga 101,9
New York City,NY,270.67,Yoga 201,9
Pittsburgh,PA,160.46,Yoga 101,9
Philadelphia,PA,173.31,Yoga 101,9
Mc Keesport,PA,377.46,Yoga 201,9
New York City,NY,445.5,Yoga 201,9
New York City,NY,421.3,Spinning,9
Paterson,NJ,136.6,PiYo,9
Newark,NJ,306.68,Yoga 101,9
Wilkes Barre,PA,490.14,Zumba,9
Pittsburgh,PA,169.42,Spinning,9
Jamaica,NY,215.99,Spinning,9
Lancaster,PA,411.01,Insanity,9
Brooklyn,NY,171.69,Insanity,9
New Hyde Park,NY,350.56,Yoga 101,9
New York City,NY,163.58,Insanity,9
Erie,PA,116.52,Insanity,9
Bronx,NY,343.41,Yoga 101,9
Port Washington,NY,263.84,Yoga 101,9
Albany,NY,170.54,Yoga 101,9
Jamaica,NY,290.71,PiYo,9
New York City,NY,174.86,Yoga 201,9
New York City,NY,490.3,PiYo,9
Erie,PA,101.85,Insanity,9
Albany,NY,281.65,Yoga 101,9
Harrisburg,PA,462.58,Insanity,9
New York City,NY,340.4,Insanity,9
Pittsburgh,PA,287.23,Yoga 101,9
Albany,NY,415.16,Zumba,9
New York City,NY,275.81,Yoga 101,9
Valley Forge,PA,249.78,Spinning,9
Great Neck,NY,285.42,Zumba,9
New Castle,PA,341.59,PiYo,9
Pittsburgh,PA,421.25,Yoga 201,9
Schenectady,NY,425.99,Yoga 101,9
New York City,NY,270.29,Insanity,9
Bethlehem,PA,404.55,PiYo,9
New York City,NY,282.92,Yoga 201,9
New York City,NY,305.22,PiYo,9
Scranton,PA,223.88,PiYo,9
Wilkes Barre,PA,320.55,Zumba,9
Erie,PA,293.79,Zumba,9
Philadelphia,PA,120.77,Yoga 101,9
Pittsburgh,PA,384.11,Spinning,9
Brooklyn,NY,213.68,Zumba,9
New York City,NY,445.49,Spinning,9
Rochester,NY,125.2,Spinning,9
Bronx,NY,447.13,PiYo,9
Flushing,NY,150.2,Spinning,9
Newark,NJ,133.94,Zumba,9
Mc Keesport,PA,248.87,Yoga 101,9
Trenton,NJ,188.61,PiYo,9
Albany,NY,282.78,PiYo,9
Mount Vernon,NY,195.47,PiYo,9
Rochester,NY,175.6,Yoga 201,9
Philadelphia,PA,197.08,Insanity,9
Wilkes Barre,PA,295.79,Spinning,9
Wilkes Barre,PA,128.32,Spinning,9
Pittsburgh,PA,363.67,Zumba,9
Yonkers,NY,498.23,Insanity,9
Trenton,NJ,427.41,Insanity,9
Wilkes Barre,PA,415.61,Yoga 101,9
Newark,NJ,457.42,Insanity,9
White Plains,NY,384.46,Zumba,9
Philadelphia,PA,329.95,PiYo,9
New York City,NY,392.73,Insanity,9
Pittsburgh,PA,176.5,Yoga 101,9
New Hyde Park,NY,498.04,Yoga 201,9
Rochester,NY,441.74,Insanity,9
Pittsburgh,PA,129.19,Yoga 201,9
Erie,PA,309.12,Yoga 101,9
Scranton,PA,319.99,Zumba,9
New York City,NY,498.28,PiYo,9
Pittsburgh,PA,494.74,Yoga 101,9
Valley Forge,PA,316.03,Insanity,9
Pittsburgh,PA,439.01,Yoga 201,9
New York City,NY,458.59,PiYo,9
Johnstown,PA,190.42,Zumba,9
Brooklyn,NY,131.44,Yoga 101,9
Trenton,NJ,172.69,Yoga 201,9
Albany,NY,272.39,PiYo,9
New York City,NY,356.95,PiYo,9
Albany,NY,352.52,Yoga 101,9
Buffalo,NY,213.57,Yoga 201,9
Scranton,PA,334.89,Zumba,9
Buffalo,NY,409.46,Zumba,9
Philadelphia,PA,173.54,Yoga 101,9
New York City,NY,465.42,PiYo,9
Jamaica,NY,416.14,PiYo,9
Jamaica,NY,462.64,Yoga 201,9
Philadelphia,PA,387.81,Spinning,9
Harrisburg,PA,269.85,Spinning,9
Brooklyn,NY,226.83,PiYo,9
Flushing,NY,465.2,Insanity,9
Philadelphia,PA,227.06,Zumba,9
Rochester,NY,494.2,Zumba,9
Utica,NY,404.03,PiYo,9
New York City,NY,187.53,PiYo,9
Reading,PA,340.21,Spinning,9
Albany,NY,452.43,Spinning,9
White Plains,NY,160.61,Spinning,9
Pittsburgh,PA,273.62,Spinning,9
New York City,NY,315.06,Yoga 201,9
Albany,NY,166.02,Spinning,9
Syracuse,NY,293.95,Insanity,9
Lancaster,PA,453.49,Zumba,9
Staten Island,NY,458.82,Yoga 201,9
Brooklyn,NY,488.4,Zumba,9
Rochester,NY,344.09,Zumba,9
Brooklyn,NY,178.94,Yoga 201,9
York,PA,379.87,Insanity,9
Harrisburg,PA,233.24,PiYo,9
Pittsburgh,PA,250.59,Spinning,9
Lancaster,PA,443.1,Yoga 201,9
